Time,Data
2141,1.63
2142,1.64
2143,1.64
2144,1.64
2145,1.65
2146,1.66
2147,1.66
2148,1.66
2149,1.66
2150,1.67
2151,1.67
2152,1.67
2153,1.67
2154,1.67
2155,1.67
2156,1.67
2157,1.68
2158,1.69
2159,1.69
2160,1.69
2161,1.69
2162,1.7
2163,1.71
2164,1.72
2165,1.72
2166,1.73
2167,1.74
2168,1.74
2169,1.74
2170,1.74
2171,1.74
2172,1.74
2173,1.74
2174,1.74
2175,1.74
2176,1.74
2177,1.75
2178,1.74
2179,1.77
2180,1.77
2181,1.78
2182,1.78
2183,1.77
2184,1.77
2185,1.77
2186,1.77
2187,1.77
2188,1.76
2189,1.76
2190,1.76
2191,1.76
2192,1.76
2193,1.76
2194,1.76
2195,1.76
2196,1.76
2197,1.75
2198,1.75
2199,1.76
2200,1.76
2201,1.76
2202,1.76
2203,1.76
2204,1.76
2205,1.76
2206,1.77
2207,1.77
2208,1.77
2209,1.77
2210,1.78
2211,1.78
2212,1.78
2213,1.77
2214,1.78
2215,1.8
2216,1.79
2217,1.79
2218,1.79
2219,1.79
2220,1.79
2221,1.8
2222,1.8
2223,1.79
2224,1.79
2225,1.79
2226,1.78
2227,1.78
2228,1.8
2229,1.8
2230,1.8
2231,1.8
2232,1.8
2233,1.79
2234,1.8
2235,1.81
2236,1.81
2237,1.8
2238,1.8
2239,1.8
2240,1.81
2241,1.81
2242,1.81
2243,1.8
2244,1.81
2245,1.8
2246,1.8
2247,1.81
2248,1.8
2249,1.8
2250,1.8
2251,1.8
2252,1.8
2253,1.8
2254,1.81
2255,1.81
2256,1.81
2257,1.81
2258,1.81
2259,1.81
2260,1.82
2261,1.83
2262,1.84
2263,1.88
2264,1.9
2265,1.9
2266,1.9
2267,1.91
2268,1.92
2269,1.93
2270,1.93
2271,1.97
2272,1.97
2273,1.98
2274,1.99
2275,1.99
2276,2.0
2277,2.01
2278,2.01
2279,2.0
2280,2.01
2281,2.02
2282,2.03
2283,2.03
2284,2.03
2285,2.04
2286,2.04
2287,2.04
2288,2.05
2289,2.07
2290,2.07
2291,2.1
2292,2.12
2293,2.13
2294,2.14
2295,2.18
2296,2.19
2297,2.2
2298,2.23
2299,2.28
2300,2.34
2301,2.36
2302,2.45
2303,2.46
2304,2.47
2305,2.47
2306,2.47
2307,2.49
2308,2.52
2309,2.53
2310,2.54
2311,2.55
2312,2.55
2313,2.55
2314,2.55
2315,2.54
2316,2.53
2317,2.55
2318,2.56
2319,2.57
2320,2.59
2321,2.59
2322,2.6
2323,2.6
2324,2.58
2325,2.55
2326,2.52
2327,2.52
2328,2.53
2329,2.55
2330,2.57
2331,2.58
2332,2.58
2333,2.58
2334,2.56
2335,2.59
2336,2.57
2337,2.56
2338,2.54
2339,2.52
2340,2.5
2341,2.48
2342,2.48
2343,2.48
2344,2.5
2345,2.57
2346,2.57
2347,2.68
2348,2.73
2349,2.73
2350,2.72
2351,2.87
2352,2.86
2353,2.85
2354,2.87
2355,2.86
2356,2.84
2357,2.83
2358,2.82
2359,2.84
2360,2.83
2361,2.83
2362,2.89
2363,2.88
2364,2.88
2365,2.87
2366,2.86
2367,2.84
2368,2.84
2369,2.83
2370,2.82
2371,2.82
2372,2.8
2373,2.78
2374,2.79
2375,2.85
2376,2.84
2377,2.86
2378,2.83
2379,2.8
2380,2.79
2381,2.77
2382,2.8
2383,2.83
2384,2.82
2385,2.81
2386,2.79
2387,2.77
2388,2.76
2389,2.75
2390,2.74
2391,2.74
2392,2.67
2393,2.65
2394,2.66
2395,2.67
2396,2.65
2397,2.65
2398,2.66
2399,2.68
2400,2.69
2401,2.7
2402,2.72
2403,2.73
2404,2.75
2405,2.76
2406,2.78
2407,2.79
2408,2.8
2409,2.81
2410,2.83
2411,2.84
2412,2.86
2413,2.86
2414,2.88
2415,2.89
2416,2.9
2417,2.91
2418,2.92
2419,2.94
2420,2.95
2421,2.97
2422,2.99
2423,3.01
2424,3.02
2425,3.04
2426,3.01
2427,3.02
2428,3.03
2429,3.04
2430,3.01
2431,2.81
2432,2.83
2433,2.85
2434,2.84
2435,2.86
2436,2.72
2437,2.73
2438,2.75
2439,2.77
2440,2.79
2441,2.81
2442,2.83
2443,2.84
2444,2.85
2445,2.81
2446,2.59
2447,2.52
2448,2.53
2449,2.54
2450,2.38
2451,2.35
2452,2.36
2453,2.37
2454,2.37
2455,2.38
2456,2.38
2457,2.39
2458,2.39
2459,2.35
2460,2.25
2461,2.26
2462,2.27
2463,2.13
2464,2.13
2465,2.15
2466,2.16
2467,2.14
2468,2.05
2469,2.02
2470,1.99
2471,2.0
2472,2.0
2473,1.95
2474,1.92
2475,1.79
2476,1.79
2477,1.74
2478,1.7
2479,1.64
2480,1.64
2481,1.57
2482,1.54
2483,1.52
2484,1.54
2485,1.54
2486,1.54
2487,1.55
2488,1.55
2489,1.51
2490,1.52
2491,1.49
2492,1.49
2493,1.5
2494,1.51
2495,1.51
2496,1.51
2497,1.52
2498,1.52
2499,1.51
2500,1.46
2501,1.47
2502,1.48
2503,1.48
2504,1.48
2505,1.49
2506,1.48
2507,1.36
2508,1.32
2509,1.32
2510,1.33
2511,1.34
2512,1.35
2513,1.35
2514,1.37
2515,1.38
2516,1.39
2517,1.4
2518,1.41
2519,1.41
2520,1.35
2521,1.27
2522,1.27
2523,1.28
2524,1.28
2525,1.27
2526,1.27
2527,1.28
2528,1.28
2529,1.27
2530,1.27
2531,1.23
2532,1.23
2533,1.23
2534,1.24
2535,1.25
2536,1.26
2537,1.28
2538,1.27
2539,1.26
2540,1.27
2541,1.27
2542,1.3
2543,1.27
2544,1.24
2545,1.25
2546,1.26
2547,1.28
2548,1.28
2549,1.3
2550,1.31
2551,1.32
2552,1.32
2553,1.26
2554,1.27
2555,1.28
2556,1.28
2557,1.25
2558,1.25
2559,1.26
2560,1.26
2561,1.27
2562,1.27
2563,1.26
2564,1.26
2565,1.26
2566,1.27
2567,1.28
2568,1.31
2569,1.32
2570,1.33
2571,1.34
2572,1.35
2573,1.36
2574,1.37
2575,1.37
2576,1.35
2577,1.34
2578,1.34
2579,1.36
2580,1.37
2581,1.38
2582,1.37
2583,1.38
2584,1.44
2585,1.49
2586,1.5
2587,1.5
2588,1.5
2589,1.49
2590,1.47
2591,1.45
2592,1.43
2593,1.4
2594,1.39
2595,1.37
2596,1.36
2597,1.34
2598,1.33
2599,1.36
2600,1.41
2601,1.4
2602,1.38
2603,1.35
2604,1.32
2605,1.32
2606,1.29
2607,1.27
2608,1.26
2609,1.25
2610,1.26
2611,1.27
2612,1.26
2613,1.24
2614,1.23
2615,1.21
2616,1.17
2617,1.15
2618,1.13
2619,1.12
2620,1.11
2621,1.14
2622,1.13
2623,1.12
2624,1.16
2625,1.14
2626,1.12
2627,1.09
2628,1.09
2629,1.07
2630,1.07
2631,1.12
2632,1.12
2633,1.11
2634,1.12
2635,1.12
2636,1.14
2637,1.2
2638,1.19
2639,1.19
2640,1.2
2641,1.19
2642,1.17
2643,1.16
2644,1.14
2645,1.13
2646,1.12
2647,1.11
2648,1.1
2649,1.09
2650,1.09
2651,1.09
2652,1.09
2653,1.1
2654,1.11
2655,1.11
2656,1.11
2657,1.11
2658,1.11
2659,1.11
2660,1.11
2661,1.12
2662,1.13
2663,1.13
2664,1.13
2665,1.13
2666,1.12
2667,1.12
2668,1.12
2669,1.13
2670,1.14
2671,1.15
2672,1.16
2673,1.17
2674,1.17
2675,1.16
2676,1.16
2677,1.15
2678,1.15
2679,1.14
2680,1.14
2681,1.14
2682,1.13
2683,1.13
2684,1.12
2685,1.12
2686,1.12
2687,1.12
2688,1.13
2689,1.14
2690,1.15
2691,1.16
2692,1.17
2693,1.17
2694,1.18
2695,1.18
2696,1.18
2697,1.18
2698,1.19
2699,1.19
2700,1.19
2701,1.2
2702,1.21
2703,1.22
2704,1.23
2705,1.23
2706,1.22
2707,1.22
2708,1.22
2709,1.22
2710,1.21
2711,1.22
2712,1.22
2713,1.21
2714,1.19
2715,1.19
2716,1.18
2717,1.17
2718,1.16
2719,1.15
2720,1.14
2721,1.14
2722,1.14
2723,1.14
2724,1.15
2725,1.15
2726,1.18
2727,1.21
2728,1.23
2729,1.26
2730,1.3
2731,1.33
2732,1.36
2733,1.39
2734,1.41
2735,1.43
2736,1.44
2737,1.45
2738,1.46
2739,1.47
2740,1.48
2741,1.49
2742,1.5
2743,1.51
2744,1.51
2745,1.51
2746,1.54
2747,1.57
2748,1.58
2749,1.57
2750,1.57
2751,1.57
2752,1.55
2753,1.52
2754,1.51
2755,1.5
2756,1.5
2757,1.51
2758,1.51
2759,1.53
2760,1.53
2761,1.53
2762,1.54
2763,1.55
2764,1.54
2765,1.54
2766,1.55
2767,1.55
2768,1.56
2769,1.57
2770,1.59
2771,1.6
2772,1.6
2773,1.61
2774,1.62
2775,1.63
2776,1.64
2777,1.65
2778,1.65
2779,1.64
2780,1.64
2781,1.62
2782,1.62
2783,1.62
2784,1.63
2785,1.63
2786,1.63
2787,1.63
2788,1.64
2789,1.64
2790,1.65
2791,1.65
2792,1.67
2793,1.68
2794,1.69
2795,1.7
2796,1.71
2797,1.72
2798,1.72
2799,1.72
2800,1.72
2801,1.73
2802,1.73
2803,1.72
2804,1.71
2805,1.71
2806,1.7
2807,1.68
2808,1.68
2809,1.68
2810,1.68
2811,1.69
2812,1.72
2813,1.72
2814,1.73
2815,1.73
2816,1.74
2817,1.74
2818,1.73
2819,1.74
2820,1.75
2821,1.76
2822,1.78
2823,1.8
2824,1.82
2825,1.85
2826,1.86
2827,1.88
2828,1.89
2829,1.89
2830,1.88
2831,1.87
2832,1.86
2833,1.85
2834,1.86
2835,1.86
2836,1.86
2837,1.86
2838,1.86
2839,1.84
2840,1.83
2841,1.83
2842,1.85
2843,1.85
2844,1.86
2845,1.85
2846,1.85
2847,1.85
2848,1.85
2849,1.85
2850,1.85
2851,1.85
2852,1.86
2853,1.86
2854,1.87
2855,1.87
2856,1.87
2857,1.87
2858,1.87
2859,1.87
2860,1.87
2861,1.87
2862,1.86
2863,1.86
2864,1.86
2865,1.87
2866,1.87
2867,1.87
2868,1.88
2869,1.89
2870,1.88
2871,1.88
2872,1.88
2873,1.87
2874,1.86
2875,1.86
2876,1.87
2877,1.88
2878,1.9
2879,1.92
2880,1.93
2881,1.95
2882,1.96
2883,1.97
2884,1.98
2885,1.98
2886,1.98
2887,1.99
2888,1.99
2889,2.0
2890,2.0
2891,1.99
2892,1.98
2893,1.97
2894,1.97
2895,1.98
2896,1.98
2897,1.95
2898,1.95
2899,1.98
2900,1.96
2901,1.92
2902,1.93
2903,1.94
2904,1.95
2905,1.94
2906,1.94
2907,1.93
2908,1.93
2909,1.93
2910,1.91
2911,1.9
2912,1.89
2913,1.88
2914,1.86
2915,1.86
2916,1.85
2917,1.83
2918,1.83
2919,1.81
2920,1.8
2921,1.81
2922,1.82
2923,1.82
2924,1.83
2925,1.85
2926,1.85
2927,1.83
2928,1.82
2929,1.83
2930,1.83
2931,1.82
2932,1.81
2933,1.81
2934,1.83
2935,1.83
2936,1.85
2937,1.87
2938,1.9
2939,1.91
2940,1.9
2941,1.9
2942,1.88
2943,1.87
2944,1.86
2945,1.85
2946,1.85
2947,1.86
2948,1.86
2949,1.86
2950,1.87
2951,1.86
2952,1.86
2953,1.86
2954,1.86
2955,1.87
2956,1.87
2957,1.88
2958,1.87
2959,1.85
2960,1.83
2961,1.82
2962,1.8
2963,1.8
2964,1.79
2965,1.8
2966,1.82
2967,1.82
2968,1.83
2969,1.84
2970,1.84
2971,1.83
2972,1.82
2973,1.81
2974,1.8
2975,1.8
2976,1.79
2977,1.8
2978,1.79
2979,1.79
2980,1.79
2981,1.78
2982,1.78
2983,1.78
2984,1.79
2985,1.79
2986,1.8
2987,1.79
2988,1.79
2989,1.78
2990,1.77
2991,1.76
2992,1.76
2993,1.76
2994,1.75
2995,1.76
2996,1.76
2997,1.77
2998,1.76
2999,1.74
3000,1.74
3001,1.74
3002,1.73
3003,1.74
3004,1.75
3005,1.76
3006,1.77
3007,1.79
3008,1.81
3009,1.82
3010,1.84
3011,1.86
3012,1.87
3013,1.88
3014,1.9
3015,1.91
3016,1.91
3017,1.92
3018,1.94
3019,1.98
3020,2.0
3021,2.02
3022,2.05
3023,2.09
3024,2.1
3025,2.1
3026,2.1
3027,2.1
3028,2.11
3029,2.12
3030,2.13
3031,2.14
3032,2.16
3033,2.18
3034,2.2
3035,2.22
3036,2.24
3037,2.24
3038,2.25
3039,2.26
3040,2.26
3041,2.27
3042,2.3
3043,2.31
3044,2.34
3045,2.36
3046,2.37
3047,2.38
3048,2.36
3049,2.32
3050,2.33
3051,2.33
3052,2.32
3053,2.31
3054,2.31
3055,2.31
3056,2.3
3057,2.31
3058,2.32
3059,2.33
3060,2.34
3061,2.34
3062,2.35
3063,2.34
3064,2.34
3065,2.33
3066,2.33
3067,2.32
3068,2.32
3069,2.32
3070,2.29
3071,2.29
3072,2.29
3073,2.29
3074,2.28
3075,2.28
3076,2.28
3077,2.27
3078,2.24
3079,2.23
3080,2.21
3081,2.2
3082,2.19
3083,2.19
3084,2.19
3085,2.18
3086,2.17
3087,2.15
3088,2.14
3089,2.12
3090,2.11
3091,2.1
3092,2.1
3093,2.09
3094,2.08
3095,2.06
3096,2.03
3097,2.01
3098,2.0
3099,1.98
3100,1.97
3101,1.95
3102,1.93
3103,1.92
3104,1.9
3105,1.89
3106,1.88
3107,1.87
3108,1.86
3109,1.86
3110,1.86
3111,1.85
3112,1.85
3113,1.84
3114,1.84
3115,1.83
3116,1.81
3117,1.8
3118,1.79
3119,1.78
3120,1.77
3121,1.75
3122,1.74
3123,1.73
3124,1.73
3125,1.71
3126,1.7
3127,1.69
3128,1.67
3129,1.65
3130,1.64
3131,1.62
3132,1.61
3133,1.6
3134,1.59
3135,1.57
3136,1.54
3137,1.53
3138,1.49
3139,1.49
3140,1.49
3141,1.5
3142,1.47
3143,1.46
3144,1.46
3145,1.4
3146,1.4
3147,1.36
3148,1.33
3149,1.32
3150,1.32
3151,1.32
3152,1.32
3153,1.32
3154,1.33
3155,1.33
3156,1.33
3157,1.33
3158,1.34
3159,1.35
3160,1.35
3161,1.35
3162,1.42
3163,1.43
3164,1.44
3165,1.46
3166,1.47
3167,1.47
3168,1.48
3169,1.48
3170,1.48
3171,1.48
3172,1.47
3173,1.46
3174,1.45
3175,1.48
3176,1.53
3177,1.52
3178,1.51
3179,1.49
3180,1.47
3181,1.45
3182,1.42
3183,1.42
3184,1.43
3185,1.44
3186,1.45
3187,1.47
3188,1.46
3189,1.42
3190,1.37
3191,1.35
3192,1.34
3193,1.35
3194,1.37
3195,1.39
3196,1.38
3197,1.33
3198,1.28
3199,1.25
3200,1.25
3201,1.27
3202,1.31
3203,1.34
3204,1.35
3205,1.36
3206,1.36
3207,1.45
3208,1.48
3209,1.5
3210,1.54
3211,1.57
3212,1.59
3213,1.62
3214,1.64
3215,1.66
3216,1.69
3217,1.71
3218,1.77
3219,1.78
3220,1.78
3221,2.0
3222,2.0
3223,2.05
3224,2.15
3225,2.15
3226,2.16
3227,2.17
3228,2.17
3229,2.18
3230,2.19
3231,2.19
3232,2.25
3233,2.3
3234,2.29
3235,2.29
3236,2.28
3237,2.4
3238,2.44
3239,2.56
3240,2.6
3241,2.59
3242,2.58
3243,2.56
3244,2.55
3245,2.55
3246,2.53
3247,2.52
3248,2.49
3249,2.46
3250,2.45
3251,2.42
3252,2.4
3253,2.38
3254,2.31
3255,2.29
3256,2.27
3257,2.26
3258,2.25
3259,2.26
3260,2.27
3261,2.27
3262,2.28
3263,2.27
3264,2.22
3265,2.22
3266,2.22
3267,2.22
3268,2.21
3269,2.2
3270,2.2
3271,2.2
3272,2.2
3273,2.15
3274,2.15
3275,2.17
3276,2.18
3277,2.19
3278,2.19
3279,2.2
3280,2.15
3281,2.15
3282,2.15
3283,2.16
3284,2.17
3285,2.17
3286,2.18
3287,2.13
3288,2.13
3289,2.13
3290,2.1
3291,2.11
3292,2.12
3293,2.12
3294,2.08
3295,2.07
3296,2.07
3297,2.07
3298,2.08
3299,2.08
3300,2.08
3301,2.09
3302,2.09
3303,2.07
3304,2.05
3305,2.03
3306,2.03
3307,2.01
3308,2.01
3309,2.0
3310,1.95
3311,1.94
3312,1.94
3313,1.94
3314,1.95
3315,1.96
3316,1.96
3317,1.96
3318,1.96
3319,1.97
3320,1.96
3321,1.96
3322,1.97
3323,1.97
3324,1.95
3325,1.95
3326,1.95
3327,1.96
3328,1.96
3329,1.94
3330,1.94
3331,1.94
3332,1.94
3333,1.94
3334,1.94
3335,1.94
3336,1.93
3337,1.93
3338,1.92
3339,1.92
3340,1.89
3341,1.88
3342,1.87
3343,1.85
3344,1.8
3345,1.8
3346,1.78
3347,1.76
3348,1.75
3349,1.75
3350,1.75
3351,1.74
3352,1.72
3353,1.7
3354,1.69
3355,1.68
3356,1.64
3357,1.64
3358,1.64
3359,1.61
3360,1.61
3361,1.61
3362,1.62
3363,1.63
3364,1.61
3365,1.61
3366,1.61
3367,1.61
3368,1.61
3369,1.61
3370,1.61
3371,1.61
3372,1.62
3373,1.63
3374,1.64
3375,1.64
3376,1.63
3377,1.64
3378,1.64
3379,1.65
3380,1.66
3381,1.66
3382,1.65
3383,1.63
3384,1.63
3385,1.61
3386,1.6
3387,1.6
3388,1.6
3389,1.58
3390,1.58
3391,1.58
3392,1.58
3393,1.58
3394,1.58
3395,1.58
3396,1.57
3397,1.57
3398,1.56
3399,1.54
3400,1.52
3401,1.51
3402,1.51
3403,1.51
3404,1.52
3405,1.52
3406,1.52
3407,1.52
3408,1.52
3409,1.53
3410,1.52
3411,1.52
3412,1.53
3413,1.53
3414,1.53
3415,1.53
3416,1.53
3417,1.53
3418,1.54
3419,1.54
3420,1.55
3421,1.56
3422,1.57
3423,1.57
3424,1.57
3425,1.58
3426,1.59
3427,1.6
3428,1.61
3429,1.61
3430,1.62
3431,1.63
3432,1.62
3433,1.63
3434,1.62
3435,1.62
3436,1.62
3437,1.61
3438,1.61
3439,1.61
3440,1.6
3441,1.6
3442,1.6
3443,1.6
3444,1.6
3445,1.6
3446,1.59
3447,1.58
3448,1.57
3449,1.56
3450,1.56
3451,1.56
3452,1.57
3453,1.58
3454,1.58
3455,1.58
3456,1.57
3457,1.54
3458,1.52
3459,1.53
3460,1.54
3461,1.56
3462,1.58
3463,1.59
3464,1.6
3465,1.61
3466,1.61
3467,1.61
3468,1.61
3469,1.61
3470,1.6
3471,1.59
3472,1.57
3473,1.56
3474,1.55
3475,1.54
3476,1.54
3477,1.54
3478,1.55
3479,1.55
3480,1.55
3481,1.55
3482,1.55
3483,1.56
3484,1.56
3485,1.56
3486,1.56
3487,1.57
3488,1.56
3489,1.55
3490,1.54
3491,1.52
3492,1.52
3493,1.52
3494,1.54
3495,1.53
3496,1.54
3497,1.55
3498,1.55
3499,1.55
3500,1.54
3501,1.54
3502,1.55
3503,1.55
3504,1.55
3505,1.56
3506,1.56
3507,1.57
3508,1.56
3509,1.56
3510,1.57
3511,1.57
3512,1.57
3513,1.57
3514,1.56
3515,1.57
3516,1.58
3517,1.57
3518,1.57
3519,1.58
3520,1.58
3521,1.59
3522,1.58
3523,1.58
3524,1.59
3525,1.58
3526,1.59
3527,1.59
3528,1.59
3529,1.58
3530,1.58
3531,1.58
3532,1.58
3533,1.58
3534,1.58
3535,1.57
3536,1.57
3537,1.57
3538,1.57
3539,1.57
3540,1.57
3541,1.58
3542,1.58
3543,1.59
3544,1.6
3545,1.6
3546,1.61
3547,1.62
3548,1.63
3549,1.64
3550,1.65
3551,1.66
3552,1.66
3553,1.67
3554,1.67
3555,1.67
3556,1.67
3557,1.68
3558,1.68
3559,1.67
3560,1.66
3561,1.65
3562,1.63
3563,1.6
3564,1.57
3565,1.54
3566,1.52
3567,1.49
3568,1.46
3569,1.44
3570,1.43
3571,1.42
3572,1.41
3573,1.4
3574,1.39
3575,1.38
3576,1.36
3577,1.34
3578,1.3
3579,1.27
3580,1.23
3581,1.18
3582,1.15
3583,1.13
3584,1.11
3585,1.12
3586,1.13
3587,1.14
3588,1.16
3589,1.16
3590,1.16
3591,1.16
3592,1.16
3593,1.16
3594,1.17
3595,1.19
3596,1.21
3597,1.22
3598,1.24
3599,1.26
3600,1.29
3601,1.32
3602,1.35
3603,1.38
3604,1.41
3605,1.44
3606,1.46
3607,1.48
3608,1.49
3609,1.5
3610,1.5
3611,1.49
3612,1.49
3613,1.48
3614,1.48
3615,1.48
3616,1.48
3617,1.48
3618,1.47
3619,1.47
3620,1.46
3621,1.45
3622,1.45
3623,1.45
3624,1.45
3625,1.45
3626,1.45
3627,1.45
3628,1.46
3629,1.46
3630,1.46
3631,1.46
3632,1.46
3633,1.45
3634,1.46
3635,1.46
3636,1.46
3637,1.46
3638,1.45
3639,1.46
3640,1.47
3641,1.47
3642,1.47
3643,1.49
3644,1.5
3645,1.51
3646,1.53
3647,1.53
3648,1.55
3649,1.56
3650,1.58
3651,1.59
3652,1.59
3653,1.61
3654,1.62
3655,1.62
3656,1.63
3657,1.64
3658,1.62
3659,1.63
3660,1.62
3661,1.62
3662,1.62
3663,1.61
3664,1.61
3665,1.61
3666,1.61
3667,1.61
3668,1.61
3669,1.61
3670,1.59
3671,1.57
3672,1.56
3673,1.56
3674,1.55
3675,1.54
3676,1.53
3677,1.53
3678,1.53
3679,1.54
3680,1.53
3681,1.54
3682,1.54
3683,1.54
3684,1.55
3685,1.55
3686,1.54
3687,1.54
3688,1.55
3689,1.55
3690,1.55
3691,1.55
3692,1.55
3693,1.55
3694,1.54
3695,1.54
3696,1.54
3697,1.54
3698,1.54
3699,1.53
3700,1.53
3701,1.54
3702,1.54
3703,1.54
3704,1.55
3705,1.55
3706,1.55
3707,1.55
3708,1.55
3709,1.54
3710,1.54
3711,1.54
3712,1.54
3713,1.54
3714,1.55
3715,1.55
3716,1.54
3717,1.54
3718,1.53
3719,1.53
3720,1.53
3721,1.52
3722,1.52
3723,1.51
3724,1.5
3725,1.5
3726,1.49
3727,1.48
3728,1.48
3729,1.48
3730,1.47
3731,1.48
3732,1.49
3733,1.49
3734,1.49
3735,1.49
3736,1.5
3737,1.5
3738,1.51
3739,1.52
3740,1.52
3741,1.52
3742,1.53
3743,1.52
3744,1.51
3745,1.51
3746,1.51
3747,1.52
3748,1.51
3749,1.51
3750,1.52
3751,1.53
3752,1.53
3753,1.53
3754,1.53
3755,1.53
3756,1.54
3757,1.54
3758,1.55
3759,1.56
3760,1.56
3761,1.56
3762,1.56
3763,1.56
3764,1.56
3765,1.55
3766,1.54
3767,1.53
3768,1.53
3769,1.52
3770,1.52
3771,1.53
3772,1.53
3773,1.54
3774,1.54
3775,1.54
3776,1.55
3777,1.56
3778,1.56
3779,1.56
3780,1.56
3781,1.56
3782,1.56
3783,1.56
3784,1.57
3785,1.57
3786,1.57
3787,1.56
3788,1.57
3789,1.57
3790,1.57
3791,1.58
3792,1.58
3793,1.58
3794,1.59
3795,1.59
3796,1.59
3797,1.58
3798,1.57
3799,1.56
3800,1.55
3801,1.55
3802,1.56
3803,1.57
3804,1.57
3805,1.57
3806,1.58
3807,1.58
3808,1.57
3809,1.56
3810,1.56
3811,1.57
3812,1.57
3813,1.57
3814,1.57
3815,1.58
3816,1.59
3817,1.6
3818,1.61
3819,1.62
3820,1.63
3821,1.64
3822,1.65
3823,1.65
3824,1.64
3825,1.64
3826,1.62
3827,1.61
3828,1.6
3829,1.58
3830,1.58
3831,1.57
3832,1.56
3833,1.56
3834,1.55
3835,1.55
3836,1.54
3837,1.54
3838,1.53
3839,1.52
3840,1.51
3841,1.51
3842,1.51
3843,1.51
3844,1.52
3845,1.53
3846,1.53
3847,1.53
3848,1.53
3849,1.53
3850,1.53
3851,1.52
3852,1.52
3853,1.51
3854,1.5
3855,1.48
3856,1.48
3857,1.48
3858,1.48
3859,1.49
3860,1.5
3861,1.51
3862,1.53
3863,1.53
3864,1.55
3865,1.57
3866,1.59
3867,1.6
3868,1.62
3869,1.62
3870,1.6
3871,1.57
3872,1.55
3873,1.53
3874,1.51
3875,1.5
3876,1.49
3877,1.48
3878,1.48
3879,1.47
3880,1.46
3881,1.45
3882,1.44
3883,1.43
3884,1.41
3885,1.39
3886,1.38
3887,1.37
3888,1.36
3889,1.34
3890,1.34
3891,1.33
3892,1.33
3893,1.33
3894,1.34
3895,1.36
3896,1.37
3897,1.38
3898,1.39
3899,1.4
3900,1.41
3901,1.42
3902,1.43
3903,1.43
3904,1.43
3905,1.43
3906,1.42
3907,1.41
3908,1.41
3909,1.41
3910,1.41
3911,1.41
3912,1.42
3913,1.43
3914,1.44
3915,1.45
3916,1.46
3917,1.48
3918,1.49
3919,1.5
3920,1.5
3921,1.5
3922,1.51
3923,1.53
3924,1.54
3925,1.54
3926,1.55
3927,1.56
3928,1.57
3929,1.58
3930,1.59
3931,1.6
3932,1.61
3933,1.61
3934,1.62
3935,1.62
3936,1.62
3937,1.64
3938,1.64
3939,1.64
3940,1.65
3941,1.65
3942,1.65
3943,1.65
3944,1.66
3945,1.66
3946,1.66
3947,1.65
3948,1.66
3949,1.66
3950,1.66
3951,1.66
3952,1.66
3953,1.66
3954,1.66
3955,1.65
3956,1.66
3957,1.66
3958,1.67
3959,1.67
3960,1.67
3961,1.68
3962,1.67
3963,1.67
3964,1.66
3965,1.65
3966,1.65
3967,1.65
3968,1.65
3969,1.65
3970,1.65
3971,1.65
3972,1.64
3973,1.64
3974,1.64
3975,1.63
3976,1.61
3977,1.61
3978,1.61
3979,1.6
3980,1.6
3981,1.59
3982,1.59
3983,1.58
3984,1.57
3985,1.56
3986,1.55
3987,1.55
3988,1.54
3989,1.54
3990,1.54
3991,1.55
3992,1.55
3993,1.55
3994,1.55
3995,1.54
3996,1.54
3997,1.55
3998,1.56
3999,1.57
4000,1.59
4001,1.6
4002,1.6
4003,1.62
4004,1.63
4005,1.63
4006,1.63
4007,1.64
4008,1.64
4009,1.64
4010,1.63
4011,1.62
4012,1.62
4013,1.61
4014,1.62
4015,1.63
4016,1.63
4017,1.64
4018,1.64
4019,1.65
4020,1.64
4021,1.64
4022,1.62
4023,1.62
4024,1.6
4025,1.59
4026,1.59
4027,1.57
4028,1.57
4029,1.56
4030,1.55
4031,1.55
4032,1.55
4033,1.56
4034,1.56
4035,1.56
4036,1.56
4037,1.56
4038,1.57
4039,1.57
4040,1.57
4041,1.58
4042,1.58
4043,1.59
4044,1.6
4045,1.6
4046,1.6
4047,1.61
4048,1.62
4049,1.63
4050,1.63
4051,1.64
4052,1.64
4053,1.64
4054,1.63
4055,1.64
4056,1.63
4057,1.63
4058,1.63
4059,1.63
4060,1.62
4061,1.62
4062,1.63
4063,1.62
4064,1.63
4065,1.63
4066,1.65
4067,1.66
4068,1.66
4069,1.66
4070,1.65
4071,1.64
4072,1.64
4073,1.65
4074,1.66
4075,1.64
4076,1.65
4077,1.65
4078,1.65
4079,1.65
4080,1.65
4081,1.64
4082,1.64
4083,1.65
4084,1.65
4085,1.65
4086,1.66
4087,1.66
4088,1.66
4089,1.66
4090,1.67
4091,1.67
4092,1.67
4093,1.67
4094,1.68
4095,1.68
4096,1.67
4097,1.67
4098,1.66
4099,1.67
4100,1.66
4101,1.66
4102,1.66
4103,1.68
4104,1.67
4105,1.69
4106,1.7
4107,1.71
4108,1.71
4109,1.71
4110,1.7
4111,1.71
4112,1.7
4113,1.67
4114,1.66
4115,1.64
4116,1.63
4117,1.61
4118,1.6
4119,1.59
4120,1.58
4121,1.58
4122,1.58
4123,1.59
4124,1.59
4125,1.61
4126,1.62
4127,1.63
4128,1.64
4129,1.66
4130,1.67
4131,1.68
4132,1.69
4133,1.7
4134,1.71
4135,1.72
4136,1.73
4137,1.73
4138,1.75
4139,1.76
